h,T,P,rho,a
5000,255.64999999999998,54019.90357580142,0.7361154237122374,320.5294670229244
5100,254.99999999999997,53301.91583153259,0.7281830216300509,320.12172840967855
5200,254.34999999999997,52591.674938916425,0.7203161804206865,319.7134697975673
5300,253.7,51889.11678935409,0.7125145236948499,319.3046891920004
5400,253.04999999999998,51194.177642767,0.7047776762693062,318.89538458560355
5500,252.39999999999998,50506.79412641479,0.697105264166096,318.48555395810337
5600,251.74999999999997,49826.903233713405,0.6894969146117383,318.07519527621133
5700,251.09999999999997,49154.442323054434,0.6819522560364422,317.66430649350576
5800,250.45,48489.349116625184,0.6744709180733123,317.25288555031295
5900,249.79999999999998,47831.561699229125,0.6670525315575502,316.8409303735867
6000,249.14999999999998,47181.01851710773,0.6596967285256617,316.4284388767861
6100,248.49999999999997,46537.65837676274,0.6524031422146567,316.0154089597531
6200,247.84999999999997,45901.420443779105,0.6451714070612479,315.6018385085866
6300,247.2,45272.24424164901,0.6380011587010499,315.18772539551725
6400,246.54999999999998,44650.0696505965,0.6308920339677776,314.77306747877907
6500,245.89999999999998,44034.83690640295,0.6238436708924382,314.35786260248045
6600,245.24999999999997,43426.48659923327,0.6168557087025276,313.94210859647353
6700,244.59999999999997,42824.95967246311,0.6099277878212221,313.52580327622155
6800,243.95,42230.1974215065,0.6030595498665678,313.1089444426652
6900,243.29999999999998,41642.14149264446,0.596250637650669,312.6915298820868
7000,242.64999999999998,41060.733881854714,0.5895006951788778,312.27355736597355
7100,241.99999999999997,40485.9169336416,0.5828093676489784,311.8550246508784
7200,241.34999999999997,39917.63333986724,0.57617630145037,311.43592947827966
7300,240.7,39355.82613858336,0.5696011441632515,311.0162695744388
7400,240.04999999999998,38800.43871286387,0.5630835445578006,310.59604265025655
7500,239.39999999999998,38251.414789638315,0.556623152593353,310.1752464011272
7600,238.74999999999997,37708.6984385262,0.550219619417582,309.75387850679124
7700,238.09999999999997,37172.234070671875,0.5438725973656714,309.33193663118584
7800,237.45,36641.96643758048,0.5375817399594905,308.9094184222941
7900,236.79999999999998,36117.84062995462,0.531346701906768,308.48632151199183
8000,236.14999999999998,35599.802076531814,0.5251671391002618,308.0626435158927
8100,235.49999999999997,35087.79654292278,0.5190427086169271,307.63838203319165
8200,234.84999999999997,34581.77013045052,0.5129730687170854,307.21353464650605
8300,234.2,34081.66927499041,0.5069578788435907,306.788098921715
8400,233.54999999999998,33587.44074581063,0.5009967996209901,306.3620724077966
8500,232.89999999999998,33099.031644414,0.4950894928546901,305.9354526366632
8600,232.24999999999997,32616.389403380286,0.48923562153011513,305.50823712299473
8700,231.59999999999997,32139.46178520937,0.48343484981186624,305.08042336406965
8800,230.95,31668.19688116529,0.4776868430428785,304.6520088395939
8900,230.29999999999998,31202.543110121165,0.4719912677435767,304.22299101152754
9000,229.64999999999998,30742.449217404817,0.46634779161102774,303.7933673239098
9100,228.99999999999997,30287.8642736453,0.46075608351809333,303.3631352026808
9200,228.34999999999997,29838.737673620384,0.45521581351258056,302.93229205550205
9300,227.7,29395.019135104543,0.44972665281638824,302.5008352715741
9400,227.04999999999998,28956.65869771806,0.44428827382465375,302.06876222145183
9500,226.39999999999998,28523.60672177702,0.4389003501048997,301.6360702568577
9600,225.74999999999997,28095.813887143824,0.4335625563961736,301.2027567104922
9700,225.09999999999997,27673.23119207882,0.4282745686081905,300.7688188958423
9800,224.45,27255.809952092783,0.42303606382047304,300.3342541069866
9900,223.79999999999998,26843.50179879991,0.41784672028148523,299.8990596183989
10000,223.14999999999998,26436.258678772127,0.412706217407771,299.4632326847488
10100,222.5,26034.032852394008,0.4076142357830879,299.02677054069926
10200,221.84999999999997,25636.77689271834,0.40257045715753514,298.58967040070223
10300,221.2,25244.443684323047,0.3975745644466877,298.1519294587912
10400,220.54999999999998,24856.986422168462,0.3926262417307213,297.71354488837085
10500,219.89999999999998,24474.358610455758,0.3877251742535392,297.2745138420043
10600,219.25,24096.51406148616,0.38287104842189656,296.8348334511972
10700,218.59999999999997,23723.40689452094,0.3780635518045218,296.39450082617924
10800,217.95,23354.991534642493,0.3733023731312384,295.95351305568244
10900,217.29999999999998,22991.222711615872,0.36858720229208,295.5118672067164
11000,216.64999999999998,22632.055458751718,0.36391773033641056,295.0695603243411
11100,216.65,22277.973149350357,0.35822417631413145,295.0695603243411
11200,216.65,21929.430517158584,0.3526196989009383,295.0695603243411
11300,216.65,21586.340892995897,0.3471029044783188,295.0695603243411
11400,216.65,21248.618963635683,0.3416724212311564,295.0695603243411
11500,216.65,20916.18075059108,0.3363268988066122,295.0695603243411
11600,216.65,20588.94358923278,0.3310650079783449,295.0695603243411
11700,216.65,20266.826108233465,0.3258854403159821,295.0695603243411
11800,216.65,19949.748209333917,0.32078690785976455,295.0695603243411
11900,216.65,19637.631047425624,0.31576814280027965,295.0695603243411
12000,216.65,19330.397010945057,0.3108278971632062,295.0695603243411
12100,216.65,19027.969702574625,0.30596494249899087,295.0695603243411
12200,216.65,18730.27392024561,0.30117806957737986,295.0695603243411
12300,216.65,18437.235638438287,0.29646608808672986,295.0695603243411
12400,216.65,18148.781989774623,0.2918278263380231,295.0695603243411
12500,216.65,17864.84124689896,0.28726213097351355,295.0695603243411
12600,216.65,17585.342804642154,0.28276786667993054,295.0695603243411
12700,216.65,17310.21716246481,0.27834391590617047,295.0695603243411
12800,216.65,17039.395907175138,0.2739891785854043,295.0695603243411
12900,216.65,16772.811695917226,0.2697025718615335,295.0695603243411
13000,216.65,16510.398239425453,0.265483029819925,295.0695603243411
13100,216.65,16252.090285540899,0.2613295032223592,295.0695603243411
13200,216.65,15997.823602985625,0.2572409592461247,295.0695603243411
13300,216.65,15747.534965390832,0.2532163812271951,295.0695603243411
13400,216.65,15501.162135574878,0.2492547684074231,295.0695603243411
13500,216.65,15258.643850067281,0.2453551356856911,295.0695603243411
13600,216.65,15019.919803874853,0.24151651337295377,295.0695603243411
13700,216.65,14784.93063548614,0.23773794695111372,295.0695603243411
13800,216.65,14553.617912110522,0.23401849683566972,295.0695603243411
13900,216.65,14325.924115148197,0.2303572381420778,295.0695603243411
14000,216.65,14101.792625887518,0.22675326045576807,295.0695603243411
14100,216.65,13881.167711426093,0.22320566760575944,295.0695603243411
14200,216.65,13663.994510812148,0.21971357744181638,295.0695603243411
14300,216.65,13450.219021402725,0.21627612161509213,295.0695603243411
14400,216.65,13239.788085435272,0.21289244536220325,295.0695603243411
14500,216.65,13032.649376809371,0.20956170729268322,295.0695603243411
14600,216.65,12828.751388075238,0.20628307917976071,295.0695603243411
14700,216.65,12628.043417625784,0.20305574575441124,295.0695603243411
14800,216.65,12430.47555708908,0.1998789045026311,295.0695603243411
14900,216.65,12235.998678918064,0.1967517654658832,295.0695603243411
15000,216.65,12044.564424174407,0.19367355104466435,295.0695603243411
15100,216.65,11856.125190503477,0.19064349580514614,295.0695603243411
15200,216.65,11670.634120297489,0.18766084628884108,295.0695603243411
15300,216.65,11488.045089043797,0.18472486082524622,295.0695603243411
15400,216.65,11308.31269385551,0.18183480934741836,295.0695603243411
15500,216.65,11131.392242181524,0.17898997321043406,295.0695603243411
15600,216.65,10957.239740693201,0.1761896450126905,295.0695603243411
15700,216.65,10785.811884344928,0.1734331284200018,295.0695603243411
15800,216.65,10617.066045605803,0.1707197379924474,295.0695603243411
15900,216.65,10450.960263859799,0.16804879901392944,295.0695603243411
16000,216.65,10287.453234971781,0.16541964732439662,295.0695603243411
16100,216.65,10126.504301016745,0.16283162915469335,295.0695603243411
16200,216.65,9968.073440169757,0.1602841009639923,295.0695603243411
16300,216.65,9812.121256754052,0.1577764292797704,295.0695603243411
16400,216.65,9658.608971444844,0.15530799054028865,295.0695603243411
16500,216.65,9507.498411626406,0.15287817093953623,295.0695603243411
16600,216.65,9358.752001899991,0.15048636627460052,295.0695603243411
16700,216.65,9212.332754740275,0.14813198179542475,295.0695603243411
16800,216.65,9068.204261297986,0.14581443205691696,295.0695603243411
16900,216.65,8926.33068234641,0.1435331407733718,295.0695603243411
17000,216.65,8786.676739369557,0.14128754067517066,295.0695603243411
17100,216.65,8649.207705789751,0.13907707336772343,295.0695603243411
17200,216.65,8513.889398332449,0.13690118919261712,295.0695603243411
17300,216.65,8380.688168526183,0.13475934709093698,295.0695603243411
17400,216.65,8249.570894335477,0.1326510144687258,295.0695603243411
17500,216.65,8120.504971924661,0.1305756670645484,295.0695603243411
17600,216.65,7993.458307550549,0.1285327888191277,295.0695603243411
17700,216.65,7868.39930958196,0.12652187174702076,295.0695603243411
17800,216.65,7745.296880644093,0.1245424158103023,295.0695603243411
17900,216.65,7624.120409885795,0.12259392879422425,295.0695603243411
18000,216.65,7504.83976536782,0.12067592618482097,295.0695603243411
18100,216.65,7387.425286570181,0.1187879310484293,295.0695603243411
18200,216.65,7271.847777016701,0.1169294739130933,295.0695603243411
18300,216.65,7158.078497014979,0.11510009265182461,295.0695603243411
18400,216.65,7046.089156509931,0.11329933236768927,295.0695603243411
18500,216.65,6935.851908049134,0.11152674528069223,295.0695603243411
18600,216.65,6827.339339858241,0.10978189061643176,295.0695603243411
18700,216.65,6720.524469024714,0.10806433449649556,295.0695603243411
18800,216.65,6615.3807347882175,0.10637364983057213,295.0695603243411
18900,216.65,6511.881991935973,0.10470941621024951,295.0695603243411
19000,216.65,6410.002504301447,0.10307121980447603,295.0695603243411
19100,216.65,6309.716938364753,0.1014586532566563,295.0695603243411
19200,216.65,6211.000356953181,0.0998713155833573,295.0695603243411
19300,216.65,6113.828213040275,0.09830881207459918,295.0695603243411
19400,216.65,6018.176343641936,0.0967707541957061,295.0695603243411
19500,216.65,5924.020963808005,0.09525675949069239,295.0695603243411
19600,216.65,5831.338660707863,0.09376645148716051,295.0695603243411
19700,216.65,5740.106387808566,0.09229945960268696,295.0695603243411
19800,216.65,5650.301459144041,0.09085541905267233,295.0695603243411
19900,216.65,5561.90154367397,0.08943397075963369,295.0695603243411
20000,216.65,5474.884659730911,0.08803476126391556,295.0695603243411
